3
2.8355 -1.1799
7.6309 7.6353
-0.3347 7.6423
5.5094 5.5916
8.0311 6.4310
5.9550 7.6287
7.6243 7.6535
8.9352 5.5990
-1.3243 -1.4367
-1.4565 7.7956
8.1453 4.6563
8.7580 7.6335
8.5382 7.9206
-1.8583 6.4009
7.5639 4.6513
8.2029 8.6118
7.6268 2.2185
5.2348 7.6322
5.8503 7.6528
7.7052 -1.5095
-1.3117 7.8229
6.3905 8.0847
5.2735 8.1138
7.6495 7.6343
0.1513 5.8958
3.4976 -1.2271
7.3261 5.0516
5.4851 3.8516
-1.5625 3.7839
8.4650 6.1499
0.3271 6.7668
8.2676 8.7312
7.9777 8.1652
5.4990 7.6554
8.6561 7.8526
7.6319 -2.0690
4.6127 7.6254
7.6327 8.4783
7.6455 5.3533
7.6310 8.3945
8.7436 7.6192
8.1165 7.6590
7.2960 -1.2117
7.2689 7.6437
7.6290 -0.7815
5.3830 5.4274
8.4236 6.5689
7.5966 5.4226
4.8813 7.6267
5.6168 7.6344
8.2121 7.6191
4.6655 -0.4373
-1.9998 8.7036
7.9405 7.6268
3.7086 7.4098
4.3575 7.6359
8.1953 8.1252
7.6362 7.6403
8.2294 -0.8670
4.1980 8.0607
7.3760 8.5243
4.9170 -0.7328
7.6321 5.0159
7.6222 5.1910
-2.1105 7.6407
4.6311 7.6230
5.4638 -1.1395
9.1329 8.2765
8.1786 7.6458
6.4512 5.0420
2.7423 7.6483
9.4389 7.6438
-0.9968 7.6410
3.6051 7.6589
4.5132 8.5640
7.6298 -1.8423
8.6439 -0.1381
6.7456 7.8598
5.0259 7.6362
7.7781 8.6207
5.5913 7.6394
7.8555 7.6347
7.6502 7.6488
8.6830 7.5812
7.9065 6.7932
7.7919 4.5740
6.0858 -1.2964
7.6341 -0.5357
-0.8811 7.6269
7.5741 7.6446
6.4784 8.0680
7.6451 8.9408
7.6526 7.6378
8.7301 6.0129
-1.5601 -0.7341
7.6381 2.5168
-0.5384 1.5846
-1.0603 6.9956
3.8326 -2.0492
-1.2021 8.5292
-1.1985 7.6119
-0.8336 8.4245
7.8627 -1.0899
5.6026 7.6252
8.7097 7.6238
8.9581 7.6309
9.0427 -1.1761
7.6440 6.2451
4.2473 4.4533
5.1184 8.4021
2.7073 5.8211
7.6233 -0.9344
6.2678 7.6422
5.2912 7.6260
3.4649 7.6366
-0.9053 5.1975
-0.7617 8.2239
7.6220 3.8773
4.0753 2.3657
4.8524 8.7578
8.0182 -0.9240
7.6399 7.6150
8.3639 3.6700
9.3949 7.6342
7.6325 8.3445
7.4151 7.6375
7.6530 -2.2394
7.6363 7.6326
6.9962 5.9140
8.0836 8.8551
9.2846 4.0939
7.6357 6.3130
7.5569 8.5969
7.6643 7.6138
-1.6386 7.4124
2.3048 7.6208
7.6403 8.6394
8.6740 7.6360
8.2944 7.6378
-1.3026 9.4312
4.9056 7.6512
7.6464 7.4036
8.3895 7.6329
8.0537 5.6326
6.1660 7.6410
7.6309 8.2431
7.6425 7.5736
-0.1955 8.3070
7.6445 8.1892
8.1710 5.1452
4.8172 8.7524
-0.6691 7.6500
7.6383 5.6714
7.6383 8.4245
8.5767 -1.6385
8.4778 7.3864
3.5806 7.6322
7.6522 7.0130
7.9892 7.6497
-1.1205 -1.5189
-1.4398 8.1220
-1.0903 7.6601
6.4943 7.7551
9.2942 7.9791
8.6581 4.2453
7.6287 4.7964
8.3491 7.6254
-1.2317 -1.0370
6.6557 -1.1335
8.3845 -1.8222
3.1203 -0.7300
6.9351 -0.7853
7.6376 -1.5068
6.7416 2.4999
7.6466 8.8125
6.0225 8.6554
7.0615 6.2595
-0.9239 7.6399
7.2863 7.6144
-1.3110 3.4820
8.4942 4.9269
7.6409 6.7281
7.6515 7.6312
7.1134 8.0223
7.6819 8.6589
7.6319 5.2390
7.6279 -0.5359
7.6181 8.0969
-1.1052 7.8228
8.4495 -0.6663
6.7701 8.3621
5.5472 8.3532
7.6426 7.6636
8.4044 -1.3810
7.6352 9.0525
8.5043 7.6274
7.6063 4.3480
7.6969 8.3321
5.2817 7.6261
-1.5944 7.9259
8.8223 1.9572
7.6294 5.5884
4.8585 8.6324
8.8929 -1.4716
-2.4634 -0.4386
9.2241 7.5873
4.9101 7.6310
-1.7613 8.7360
7.6432 7.9343
7.6494 8.1830
6.4127 -1.5825
8.8293 -1.9770
7.6263 2.8473
7.7203 -1.3664
7.8932 -1.8479
7.6480 7.6210
3.5048 5.8211
-1.2356 7.4071
-0.8448 7.8562
8.6001 8.2491
-1.1429 8.0952
7.7710 2.4758
4.7789 -1.7418
8.3094 -1.5122
-0.7533 7.6445
8.3025 7.6503
7.4493 7.6352
2.4661 5.2822
4.6646 8.3795
7.9665 8.5409
-0.3489 7.6352
8.2610 -2.1639
7.6363 -1.9890
1.1654 6.1256
5.4544 -1.0087
5.5219 7.7193
8.4876 7.6653
2.4198 8.0284
7.3859 6.6304
9.0850 -2.1540
7.6478 8.5686
7.7988 5.7160
7.8902 9.2242
5.9488 7.6287
7.6439 8.8052
7.6263 9.1383
8.2379 7.9378
7.6220 8.2691
8.3729 7.6501
7.6310 8.1069
-1.3479 9.0331
-0.5483 3.5021
-0.9376 -1.3357
7.9424 7.6506
4.2933 6.8283
7.8689 8.2541
9.0782 5.8625
-1.3036 -0.4269
6.9621 -2.5792
-1.0288 5.4164
8.7724 7.6266
7.6270 7.5082
7.6382 7.6361
4.4208 8.2152
7.7739 -1.1426
7.6379 7.6402
7.5687 7.3481
6.4061 5.4108
3.8339 9.1842
7.6407 7.6512
7.6507 7.6440
7.6341 7.7618
7.6273 7.6417
5.1965 8.0175
7.7840 7.4056
7.6447 8.2387
7.6321 -1.1499
7.5256 7.6513
7.9701 8.3325
7.6397 -1.1106
3.6901 4.2470
3.7970 8.8905
8.3568 7.6332
-1.0762 -0.9663
7.6545 -1.1016
7.5970 8.7420
7.8741 5.2787
7.2010 7.6471
-0.6309 -0.8826
7.6430 7.6574
2.5502 -1.8762
5.6592 5.2224
-0.4075 -0.7347
5.9897 -2.2841
0.5147 -1.8540
7.5159 7.6685
7.6123 5.1666
7.9179 -0.9203
8.1857 8.0439
9.1420 8.1109
7.6203 8.3453
7.6491 -1.8822
6.4681 7.6469
7.4330 7.6349
6.0468 7.9721
8.7919 0.5843
8.7836 7.6550
9.2369 5.7357
-1.1355 5.3356
6.2264 8.3989
8.0956 8.3142
-0.7479 7.3498
8.4676 7.6415
7.6361 5.8870
7.6475 9.4469
9.7289 8.5280
5.6692 4.7303
-0.8285 7.8544
7.8650 -0.8462
8.9227 4.6715
5.7113 6.0832
-1.3073 7.9882
7.6394 6.9279
7.6212 3.1794
8.0863 7.6422
7.6477 7.9729
7.6395 -1.5052
5.0737 5.3886
7.6330 8.5586
6.3621 7.6337
7.9638 7.6275
-0.2089 -1.6698
5.8808 7.6389
7.6286 8.5991
8.3966 7.1845
7.6421 7.6329
7.6320 3.5471
4.0613 8.4504
7.6392 8.4927
8.2115 2.3560
7.4378 4.2722
-0.1725 7.6374
6.4460 7.6234
8.8900 6.0767
8.3989 6.2672
7.4977 7.3006
7.6413 8.7558
7.6376 8.9391
8.1494 -2.1343
8.7359 7.6373
7.7096 5.8529
7.9700 -0.9063
3.2139 8.1773
-1.3700 3.9394
-1.0499 8.1974
7.7982 8.0154
7.7039 7.6300
5.5865 7.1395
7.6366 1.9913
8.3619 5.8645
7.6566 8.0196
7.6283 8.3270
-1.5706 8.2851
-0.8011 7.6176
6.0742 6.7247
-1.7976 8.2557
-1.3880 4.4596
8.5332 7.6246
7.6314 7.8701
7.6275 7.9791
7.6467 5.1414
7.6434 8.3240
5.4053 -4.7436
5.4609 7.6417
5.0993 6.1406
2.9216 7.6382
9.4457 -1.2812
9.0128 -0.7333
8.1097 -1.1982
7.8555 8.2447
7.6379 7.9543
7.6379 5.6698
8.5118 8.7358
